con_id,key,value
con_135,template_id,2
con_136,subproblem_id,4
con_136,label_id,3
con_137,subproblem_id,2
con_137,label_id,5
con_138,subproblem_id,1
con_138,label_id,3
con_139,subproblem_id,3
con_139,label_id,2
con_140,subproblem_id,2
con_140,label_id,3
con_141,subproblem_id,2
con_141,label_id,1
con_142,subproblem_id,3
con_142,label_id,1
con_143,subproblem_id,4
con_143,label_id,4
con_144,subproblem_id,2
con_144,label_id,4
con_145,subproblem_id,1
con_145,label_id,1
con_146,subproblem_id,4
con_146,label_id,6
con_147,subproblem_id,4
con_147,label_id,0
con_148,subproblem_id,2
con_148,label_id,6
con_149,subproblem_id,4
con_149,label_id,5
con_150,subproblem_id,4
con_150,label_id,1
con_151,subproblem_id,1
con_151,label_id,2
con_152,subproblem_id,3
con_152,label_id,3
con_153,subproblem_id,2
con_153,label_id,2
con_154,subproblem_id,1
con_154,label_id,5
con_155,subproblem_id,3
con_155,label_id,0
con_156,subproblem_id,1
con_156,label_id,6
con_157,subproblem_id,2
con_157,label_id,0
con_158,subproblem_id,1
con_158,label_id,4
con_159,subproblem_id,3
con_159,label_id,4
con_160,subproblem_id,4
con_160,label_id,2
con_161,subproblem_id,3
con_161,label_id,5
con_162,subproblem_id,1
con_162,label_id,0
con_163,subproblem_id,3
con_163,label_id,6
